Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value
Ecuador,2013,All genders,15-24 year olds,Percent,98.604636
Ecuador,2013,Female,15-24 year olds,Percent,98.63247739
Ecuador,2012,Female,15-24 year olds,Percent,98.89454234
Ecuador,2012,All genders,15-24 year olds,Percent,98.83163355
Ecuador,2012,Male,15-24 year olds,Percent,98.77323263
Ecuador,2011,Male,15-24 year olds,Percent,98.58650197
Ecuador,2011,All genders,15-24 year olds,Percent,98.69484109
Ecuador,2011,Female,15-24 year olds,Percent,98.80531674
Ecuador,2010,Male,15-24 year olds,Percent,98.46886749
Ecuador,2010,All genders,15-24 year olds,Percent,98.65270573
Ecuador,2010,Female,15-24 year olds,Percent,98.85409733
Ecuador,2009,Female,15-24 year olds,Percent,96.84545951
Ecuador,2009,All genders,15-24 year olds,Percent,96.83109757
Ecuador,2009,Male,15-24 year olds,Percent,96.81895332
Ecuador,2007,All genders,15-24 year olds,Percent,95.42796889
Ecuador,2007,Male,15-24 year olds,Percent,95.21830904
Ecuador,2007,Female,15-24 year olds,Percent,95.62893477
Ecuador,2001,Male,15-24 year olds,Percent,96.37939586
Ecuador,2001,All genders,15-24 year olds,Percent,96.43720634
Ecuador,2001,Female,15-24 year olds,Percent,96.49345467
Ecuador,1990,Female,15-24 year olds,Percent,95.83324614
Ecuador,1990,All genders,15-24 year olds,Percent,96.19470696
Ecuador,1990,Male,15-24 year olds,Percent,96.57576553
Ecuador,1982,All genders,15-24 year olds,Percent,93.40145535
Ecuador,1982,Male,15-24 year olds,Percent,94.55480682
Ecuador,1982,Female,15-24 year olds,Percent,92.27892926
Egypt,2012,Female,15-24 year olds,Percent,86.05158993
Egypt,2012,Male,15-24 year olds,Percent,92.35576142
Egypt,2012,All genders,15-24 year olds,Percent,89.28192062
Egypt,2010,Male,15-24 year olds,Percent,90.55763169
Egypt,2010,All genders,15-24 year olds,Percent,87.50963615
Egypt,2010,Female,15-24 year olds,Percent,84.30692622
Egypt,2006,All genders,15-24 year olds,Percent,84.87827418
Egypt,2006,Male,15-24 year olds,Percent,87.85679631
Egypt,2006,Female,15-24 year olds,Percent,81.75145131
Egypt,2005,Female,15-24 year olds,Percent,78.94999163
Egypt,2005,Male,15-24 year olds,Percent,90.07911551
Egypt,2005,All genders,15-24 year olds,Percent,84.93290019
Egypt,1996,All genders,15-24 year olds,Percent,73.21868907
Egypt,1996,Male,15-24 year olds,Percent,78.99087266
Egypt,1996,Female,15-24 year olds,Percent,66.93153816
Egypt,1986,Female,15-24 year olds,Percent,54.00465753
Egypt,1986,Male,15-24 year olds,Percent,71.38067515
Egypt,1986,All genders,15-24 year olds,Percent,63.32761578
Egypt,1976,Male,15-24 year olds,Percent,63.04068218
Egypt,1976,All genders,15-24 year olds,Percent,51.03116417
Egypt,1976,Female,15-24 year olds,Percent,38.1226441
El Salvador,2011,Female,15-24 year olds,Percent,96.94588888
El Salvador,2011,Male,15-24 year olds,Percent,96.15055812
El Salvador,2011,All genders,15-24 year olds,Percent,96.54508826
El Salvador,2010,All genders,15-24 year olds,Percent,96.03445538
El Salvador,2010,Male,15-24 year olds,Percent,95.66904441
El Salvador,2010,Female,15-24 year olds,Percent,96.38574096
El Salvador,2009,Female,15-24 year olds,Percent,95.32356249
El Salvador,2009,Male,15-24 year olds,Percent,94.70804818
El Salvador,2009,All genders,15-24 year olds,Percent,95.02206315
El Salvador,2008,All genders,15-24 year olds,Percent,95.9574739
El Salvador,2008,Female,15-24 year olds,Percent,96.48330761
El Salvador,2008,Male,15-24 year olds,Percent,95.40500822
El Salvador,2007,Male,15-24 year olds,Percent,93.21922167
El Salvador,2007,Female,15-24 year olds,Percent,93.88948534
El Salvador,2007,All genders,15-24 year olds,Percent,93.56493887
El Salvador,2006,All genders,15-24 year olds,Percent,94.95099085
El Salvador,2006,Male,15-24 year olds,Percent,94.39686831
El Salvador,2006,Female,15-24 year olds,Percent,95.45334125
El Salvador,2004,Female,15-24 year olds,Percent,92.30232
El Salvador,2004,Male,15-24 year olds,Percent,92.09269
El Salvador,2004,All genders,15-24 year olds,Percent,92.19867
El Salvador,1992,All genders,15-24 year olds,Percent,84.9466353
El Salvador,1992,Male,15-24 year olds,Percent,84.94525583
El Salvador,1992,Female,15-24 year olds,Percent,84.94789375
Equatorial Guinea,2012,Female,15-24 year olds,Percent,98.51624
Equatorial Guinea,2012,All genders,15-24 year olds,Percent,98.11403
Equatorial Guinea,2012,Male,15-24 year olds,Percent,97.71697
Equatorial Guinea,2000,Male,15-24 year olds,Percent,97.60790432
Equatorial Guinea,2000,All genders,15-24 year olds,Percent,97.13136729
Equatorial Guinea,2000,Female,15-24 year olds,Percent,96.62423907
Eritrea,2012,Female,15-24 year olds,Percent,88.68132
Eritrea,2012,All genders,15-24 year olds,Percent,90.95256
Eritrea,2012,Male,15-24 year olds,Percent,93.186
Eritrea,2002,Male,15-24 year olds,Percent,86.25322214
Eritrea,2002,All genders,15-24 year olds,Percent,77.94529457
Eritrea,2002,Female,15-24 year olds,Percent,69.48339768
Estonia,2011,Female,15-24 year olds,Percent,99.95903691
Estonia,2011,All genders,15-24 year olds,Percent,99.9489011
Estonia,2011,Male,15-24 year olds,Percent,99.93923545
Estonia,2000,Male,15-24 year olds,Percent,99.72910493
Estonia,2000,All genders,15-24 year olds,Percent,99.77050199
Estonia,2000,Female,15-24 year olds,Percent,99.81336398
Estonia,1989,Female,15-24 year olds,Percent,99.90449915
Estonia,1989,Male,15-24 year olds,Percent,99.83401601
Estonia,1989,All genders,15-24 year olds,Percent,99.86788613
Ethiopia,2007,All genders,15-24 year olds,Percent,54.98297726
Ethiopia,2007,Male,15-24 year olds,Percent,62.97092717
Ethiopia,2007,Female,15-24 year olds,Percent,47.04112711
Ethiopia,2005,Female,15-24 year olds,Percent,33.29975433
Ethiopia,2005,Male,15-24 year olds,Percent,55.88473699
Ethiopia,2005,All genders,15-24 year olds,Percent,44.60596569
Ethiopia,2004,Male,15-24 year olds,Percent,62.2
Ethiopia,2004,All genders,15-24 year olds,Percent,49.9
Ethiopia,2004,Female,15-24 year olds,Percent,38.5
Ethiopia,1994,Female,15-24 year olds,Percent,28.08016663
Ethiopia,1994,All genders,15-24 year olds,Percent,33.58540083
Ethiopia,1994,Male,15-24 year olds,Percent,39.28867375
French Guiana,1982,All genders,15-24 year olds,Percent,91.28732256
Gabon,2012,Female,15-24 year olds,Percent,89.42924762
Gabon,2012,Male,15-24 year olds,Percent,87.38958842
Gabon,2012,All genders,15-24 year olds,Percent,88.50414277
Gabon,2004,Male,15-24 year olds,Percent,90.89857007
Gabon,2004,All genders,15-24 year olds,Percent,90.85642916
Gabon,2004,Female,15-24 year olds,Percent,90.77163379
Gabon,1993,All genders,15-24 year olds,Percent,93.20871556
Gabon,1993,Male,15-24 year olds,Percent,94.40755173
Gabon,1993,Female,15-24 year olds,Percent,92.11401997
Gambia,2012,Male,15-24 year olds,Percent,73.41031
Gambia,2012,All genders,15-24 year olds,Percent,69.43474
Gambia,2012,Female,15-24 year olds,Percent,65.54938
Gambia,2000,All genders,15-24 year olds,Percent,52.55501678
Gambia,2000,Male,15-24 year olds,Percent,64.3404908
Gambia,2000,Female,15-24 year olds,Percent,41.39433551
Georgia,2012,Male,15-24 year olds,Percent,99.74878
Georgia,2012,All genders,15-24 year olds,Percent,99.80049
Georgia,2012,Female,15-24 year olds,Percent,99.85287
Georgia,2002,All genders,15-24 year olds,Percent,99.82541568
Georgia,2002,Male,15-24 year olds,Percent,99.78848098
Georgia,2002,Female,15-24 year olds,Percent,99.86235999
Ghana,2010,Female,15-24 year olds,Percent,83.23452863
Ghana,2010,Male,15-24 year olds,Percent,88.31074545
Ghana,2010,All genders,15-24 year olds,Percent,85.71614763
Ghana,2000,All genders,15-24 year olds,Percent,70.66306259
Ghana,2000,Male,15-24 year olds,Percent,75.94589532
Ghana,2000,Female,15-24 year olds,Percent,65.48870686
Greece,2012,All genders,15-24 year olds,Percent,99.3781
Greece,2012,Male,15-24 year olds,Percent,99.44869
Greece,2012,Female,15-24 year olds,Percent,99.30327
Greece,2001,Male,15-24 year olds,Percent,98.89445859
Greece,2001,All genders,15-24 year olds,Percent,98.94053484
Greece,2001,Female,15-24 year olds,Percent,98.99115598
Greece,1991,Female,15-24 year olds,Percent,98.97937831
Greece,1991,Male,15-24 year olds,Percent,98.98842576
Greece,1991,All genders,15-24 year olds,Percent,98.9839877
Greece,1981,Male,15-24 year olds,Percent,99.04806398
Greece,1981,All genders,15-24 year olds,Percent,98.9670514
Greece,1981,Female,15-24 year olds,Percent,98.88444595
Guadeloupe,2012,Female,15-24 year olds,Percent,99.94297
Guadeloupe,2012,Male,15-24 year olds,Percent,99.92717
Guadeloupe,2012,All genders,15-24 year olds,Percent,99.93491
Guadeloupe,2004,All genders,15-24 year olds,Percent,99.85111
Guadeloupe,2004,Male,15-24 year olds,Percent,99.82892
Guadeloupe,2004,Female,15-24 year olds,Percent,99.87399
Guadeloupe,1994,Male,15-24 year olds,Percent,99.46134
Guadeloupe,1994,All genders,15-24 year olds,Percent,99.55211
Guadeloupe,1994,Female,15-24 year olds,Percent,99.6437
Guadeloupe,1982,Female,15-24 year olds,Percent,98.90453393
Guadeloupe,1982,All genders,15-24 year olds,Percent,98.48751755
Guadeloupe,1982,Male,15-24 year olds,Percent,98.08893196
Guam,1980,Male,15-24 year olds,Percent,95.35726323
Guam,1980,All genders,15-24 year olds,Percent,95.61105832
Guam,1980,Female,15-24 year olds,Percent,95.90540408
Guatemala,2012,All genders,15-24 year olds,Percent,93.6534708
Guatemala,2012,Female,15-24 year olds,Percent,91.94237104
Guatemala,2012,Male,15-24 year olds,Percent,95.46641298
Guatemala,2002,Male,15-24 year olds,Percent,86.37878069
Guatemala,2002,All genders,15-24 year olds,Percent,82.22026233
Guatemala,2002,Female,15-24 year olds,Percent,78.39067524
Guatemala,1994,Female,15-24 year olds,Percent,70.72150964
Guatemala,1994,All genders,15-24 year olds,Percent,75.9882058
Guatemala,1994,Male,15-24 year olds,Percent,81.72106021
Guinea,2010,Male,15-24 year olds,Percent,37.56714683
Guinea,2010,All genders,15-24 year olds,Percent,31.40641688
Guinea,2010,Female,15-24 year olds,Percent,21.79673237
Guinea,2003,All genders,15-24 year olds,Percent,47.09125999
Guinea,2003,Male,15-24 year olds,Percent,59.46236559
Guinea,2003,Female,15-24 year olds,Percent,34.06904358
Guinea,1996,Female,15-24 year olds,Percent,13.47280016
Guinea,1996,All genders,15-24 year olds,Percent,27.71638722
Guinea,1996,Male,15-24 year olds,Percent,44.12004993
Guinea-Bissau,2012,All genders,15-24 year olds,Percent,74.27579
Guinea-Bissau,2012,Male,15-24 year olds,Percent,79.69294
Guinea-Bissau,2012,Female,15-24 year olds,Percent,68.86572
Guinea-Bissau,2000,Male,15-24 year olds,Percent,74.80124438
Guinea-Bissau,2000,All genders,15-24 year olds,Percent,59.49284785
Guinea-Bissau,2000,Female,15-24 year olds,Percent,45.90365143
Guinea-Bissau,1979,Male,15-24 year olds,Percent,59.69436649
Guinea-Bissau,1979,All genders,15-24 year olds,Percent,36.40141616
Guinea-Bissau,1979,Female,15-24 year olds,Percent,17.80346505
Guyana,2009,All genders,15-24 year olds,Percent,93.0989419
Guyana,2009,Male,15-24 year olds,Percent,92.42121118
Guyana,2009,Female,15-24 year olds,Percent,93.67022359
Haiti,2006,Male,15-24 year olds,Percent,74.36741089
Haiti,2006,All genders,15-24 year olds,Percent,72.34671832
Haiti,2006,Female,15-24 year olds,Percent,70.48077773
Haiti,2003,Male,15-24 year olds,Percent,82.65736945
Haiti,2003,All genders,15-24 year olds,Percent,81.61632782
Haiti,2003,Female,15-24 year olds,Percent,80.6894533
Haiti,1982,Female,15-24 year olds,Percent,51.0530161
Haiti,1982,Male,15-24 year olds,Percent,51.26135369
Haiti,1982,All genders,15-24 year olds,Percent,51.15301667
Honduras,2012,All genders,15-24 year olds,Percent,94.98095416
Honduras,2012,Female,15-24 year olds,Percent,95.98721165
Honduras,2012,Male,15-24 year olds,Percent,94.00283453
Honduras,2011,Male,15-24 year olds,Percent,94.93143533
Honduras,2011,All genders,15-24 year olds,Percent,95.92500277
Honduras,2011,Female,15-24 year olds,Percent,96.92611269
Honduras,2010,Female,15-24 year olds,Percent,95.87750334
Honduras,2010,All genders,15-24 year olds,Percent,95.15069129
Honduras,2010,Male,15-24 year olds,Percent,94.44801216
Honduras,2007,Male,15-24 year olds,Percent,92.69526163
Honduras,2007,All genders,15-24 year olds,Percent,93.92430566
Honduras,2007,Female,15-24 year olds,Percent,95.05453065
Honduras,2001,All genders,15-24 year olds,Percent,88.94272181
Honduras,2001,Male,15-24 year olds,Percent,86.89098646
Honduras,2001,Female,15-24 year olds,Percent,90.91031646
Hungary,2012,Male,15-24 year olds,Percent,99.31083
Hungary,2012,Female,15-24 year olds,Percent,99.46547
Hungary,2012,All genders,15-24 year olds,Percent,99.38648
Hungary,2004,All genders,15-24 year olds,Percent,99.00204
Hungary,2004,Female,15-24 year olds,Percent,99.09581
Hungary,2004,Male,15-24 year olds,Percent,98.91202
Hungary,1994,Male,15-24 year olds,Percent,99.11068
Hungary,1994,All genders,15-24 year olds,Percent,99.14558
Hungary,1994,Female,15-24 year olds,Percent,99.18211
Hungary,1980,Male,15-24 year olds,Percent,99.42166393
Hungary,1980,Female,15-24 year olds,Percent,99.31812361
Hungary,1980,All genders,15-24 year olds,Percent,99.37114563
India,2006,All genders,15-24 year olds,Percent,81.13085969
India,2006,Male,15-24 year olds,Percent,88.41183548
India,2006,Female,15-24 year olds,Percent,74.35573155
India,2001,Female,15-24 year olds,Percent,67.74657945
India,2001,Male,15-24 year olds,Percent,84.19223555
India,2001,All genders,15-24 year olds,Percent,76.42570386
India,1991,All genders,15-24 year olds,Percent,61.90028218
India,1991,Female,15-24 year olds,Percent,49.34918954
India,1991,Male,15-24 year olds,Percent,73.50971807
India,1981,Male,15-24 year olds,Percent,66.31487195
India,1981,All genders,15-24 year olds,Percent,53.78457435
India,1981,Female,15-24 year olds,Percent,40.32151792
Indonesia,2011,All genders,15-24 year olds,Percent,98.77800124
Indonesia,2011,Female,15-24 year olds,Percent,98.75179524
Indonesia,2011,Male,15-24 year olds,Percent,98.80384289
Indonesia,2009,Male,15-24 year olds,Percent,99.55003197
Indonesia,2009,Female,15-24 year olds,Percent,99.39658982
Indonesia,2009,All genders,15-24 year olds,Percent,99.47374386
Indonesia,2008,All genders,15-24 year olds,Percent,99.46010544
Indonesia,2008,Male,15-24 year olds,Percent,99.53747847
Indonesia,2008,Female,15-24 year olds,Percent,99.38240944
Indonesia,2006,Female,15-24 year olds,Percent,96.27236105
Indonesia,2006,Male,15-24 year olds,Percent,97.02747277
Indonesia,2006,All genders,15-24 year olds,Percent,96.65104033
Indonesia,2004,Male,15-24 year olds,Percent,98.86707685
Indonesia,2004,All genders,15-24 year olds,Percent,98.7054552
Indonesia,2004,Female,15-24 year olds,Percent,98.5421609
Indonesia,1990,Female,15-24 year olds,Percent,95.06925265
Indonesia,1990,Male,15-24 year olds,Percent,97.4022711
Indonesia,1990,All genders,15-24 year olds,Percent,96.207558
Indonesia,1980,All genders,15-24 year olds,Percent,85.43709166
Indonesia,1980,Male,15-24 year olds,Percent,89.59121447
Indonesia,1980,Female,15-24 year olds,Percent,81.64840035
"Iran, Islamic Republic of",2012,Male,15-24 year olds,Percent,98.34094743
"Iran, Islamic Republic of",2012,Female,15-24 year olds,Percent,97.69519857
"Iran, Islamic Republic of",2012,All genders,15-24 year olds,Percent,98.03424627
"Iran, Islamic Republic of",2008,All genders,15-24 year olds,Percent,98.65569605
"Iran, Islamic Republic of",2008,Female,15-24 year olds,Percent,98.51615203
"Iran, Islamic Republic of",2008,Male,15-24 year olds,Percent,98.78791661
"Iran, Islamic Republic of",2006,Male,15-24 year olds,Percent,97.14548209
"Iran, Islamic Republic of",2006,Female,15-24 year olds,Percent,96.13214927
"Iran, Islamic Republic of",2006,All genders,15-24 year olds,Percent,96.64370922
"Iran, Islamic Republic of",2005,All genders,15-24 year olds,Percent,97.43152539
"Iran, Islamic Republic of",2005,Male,15-24 year olds,Percent,98.10998421
"Iran, Islamic Republic of",2005,Female,15-24 year olds,Percent,96.73755491
"Iran, Islamic Republic of",2002,Female,15-24 year olds,Percent,90.55660526
"Iran, Islamic Republic of",2002,Male,15-24 year olds,Percent,95.51682499
"Iran, Islamic Republic of",2002,All genders,15-24 year olds,Percent,93.02830461
"Iran, Islamic Republic of",1996,All genders,15-24 year olds,Percent,93.02830461
"Iran, Islamic Republic of",1996,Male,15-24 year olds,Percent,95.51682499
"Iran, Islamic Republic of",1996,Female,15-24 year olds,Percent,90.55660526
"Iran, Islamic Republic of",1991,Female,15-24 year olds,Percent,81.20100315
"Iran, Islamic Republic of",1991,Male,15-24 year olds,Percent,92.43550412
"Iran, Islamic Republic of",1991,All genders,15-24 year olds,Percent,86.9742647
"Iran, Islamic Republic of",1986,All genders,15-24 year olds,Percent,75.20490296
"Iran, Islamic Republic of",1986,Female,15-24 year olds,Percent,65.5926717
"Iran, Islamic Republic of",1986,Male,15-24 year olds,Percent,84.52608314
"Iran, Islamic Republic of",1976,Male,15-24 year olds,Percent,70.9001736
"Iran, Islamic Republic of",1976,Female,15-24 year olds,Percent,42.32780462
"Iran, Islamic Republic of",1976,All genders,15-24 year olds,Percent,56.45386269
Iraq,2012,All genders,15-24 year olds,Percent,82.15785
Iraq,2012,Male,15-24 year olds,Percent,83.68367
Iraq,2012,Female,15-24 year olds,Percent,80.55634
Iraq,2000,Female,15-24 year olds,Percent,80.4868316
Iraq,2000,Male,15-24 year olds,Percent,88.91217375
